Entry,Customer Placed Order Time(min),Placed Order with Restaurant Time(min),OPtoORTime(min)Delta,Driver at Restaurant Time(min),DRfmOPTime(min) Delta,DRfmORTime(min) Delta,Delivered to Customer Time(min),OCfmOPTime(min) Delta,OCfmORTime(min) Delta,OCfmDRTime(min) Delta,Driver ID,Restaurant ID,Consumer ID,Delivery Region,Is ASAP,Order total,Amount of discount,Amount of tip,Refunded amount
10131,42,54,11,80,38,26,105,63,51,25,248,45,2342,Mountain View,TRUE,33.57,0,3.8,0
10132,936,1088,152,1107,171,19,1150,214,62,43,248,240,1011,Mountain View,FALSE,132.28,0,16.59,0
10134,37,38,0,49,11,11,103,65,65,54,248,353,92064,Mountain View,TRUE,44.61,0,3.55,0
10137,91,105,15,128,37,22,155,64,49,27,248,30,12980,Mountain View,TRUE,175.78,0,15.06,0
10139,1021,1067,46,0,-1021,-1067,1141,120,74,1141,248,226,4093,Mountain View,FALSE,159.29,0,6.77,0
10141,1047,1056,9,1095,48,38,1140,93,84,45,248,241,4092,Mountain View,FALSE,135.83,0,5.69,0
10145,84,106,22,120,36,14,157,73,51,37,249,194,68687,San Jose,TRUE,45.15,0,8,0
10150,180,182,1,192,11,10,243,63,62,52,249,190,51447,San Jose,TRUE,31.94,0,1.6,0
10154,95,103,8,115,21,13,164,69,61,49,249,201,97077,San Jose,TRUE,31.55,0,6,0
10156,96,118,21,147,50,29,199,103,81,52,249,197,10786,San Jose,TRUE,22.89,0,2.32,0
10157,33,47,13,66,33,19,106,73,60,40,249,172,79866,San Jose,FALSE,45.06,6,3.59,0
10163,52,58,6,69,17,11,144,92,86,75,249,125,12788,San Jose,TRUE,38.79,0,3.01,0
10164,971,1085,114,1140,168,55,1161,190,76,21,249,186,11652,San Jose,FALSE,26.01,6,1.84,0
10172,76,96,20,0,-76,-96,147,70,51,147,249,288,81147,San Jose,TRUE,33.69,0,3.21,30.52
10175,150,150,1,203,53,52,226,76,75,23,249,186,10494,San Jose,TRUE,56.84,0,5.68,0
10179,83,123,40,157,74,34,173,90,50,15,249,139,13298,San Jose,FALSE,64.56,0,2.69,0
10180,88,94,6,131,43,38,172,84,78,41,249,280,83710,San Jose,TRUE,124.49,0,5.16,0
10188,124,145,22,168,44,22,188,64,42,20,249,297,90529,San Jose,TRUE,31.56,6,2,0
10192,43,48,5,61,18,13,106,63,58,45,249,357,10769,San Jose,TRUE,34.17,0,3.88,0
10210,31,62,31,91,59,28,114,82,52,23,249,178,81969,San Jose,FALSE,43.52,0,0,0
10212,34,36,2,49,15,13,109,74,73,59,249,194,90155,San Jose,TRUE,77.78,6,3.3,0
10220,1043,1084,41,1102,59,17,1122,79,38,21,252,87,9051,Mountain View,FALSE,33.19,0,1.25,0
10223,1177,1207,31,0,-1177,-1207,1244,67,36,1244,252,59,4721,Mountain View,TRUE,44.5,0,1.77,0
10225,121,122,1,168,47,46,206,84,84,37,254,8,1374,Palo Alto,TRUE,23.89,0,0.82,0
10226,52,64,11,87,34,23,117,64,53,30,254,12,640,Palo Alto,TRUE,22.69,0,0.76,0
10227,190,202,12,0,-190,-202,260,69,57,260,254,20,98320,Palo Alto,TRUE,40.14,6,2.01,0
10229,12,47,35,68,56,21,89,77,41,21,254,8,2081,Palo Alto,FALSE,20.08,0,0.64,0
10230,1171,1231,61,1244,73,13,1261,90,30,17,254,12,3328,Palo Alto,FALSE,15.73,0,0.44,0
10231,93,96,4,131,38,34,157,64,61,26,254,27,6406,Palo Alto,TRUE,75.27,0,3.76,0
10232,141,159,18,165,25,7,221,81,63,56,254,70,4075,Palo Alto,TRUE,69.71,0,5.84,0
10233,124,151,26,0,-124,-151,222,98,72,222,254,77,967,Palo Alto,TRUE,34.76,0,1.32,0
10235,1021,1074,52,1136,114,62,1164,142,90,28,254,79,8076,Palo Alto,FALSE,304.23,0,5,10.36
10237,1076,1202,126,1242,166,40,1259,183,58,17,254,9,497,Palo Alto,FALSE,22.26,0,1.11,0
10239,1053,1082,29,1134,81,52,1155,102,73,22,254,15,6245,Palo Alto,FALSE,103.33,0,4.47,0
10246,987,1214,226,0,-987,-1214,1245,258,32,1245,254,8,76549,Palo Alto,FALSE,18.45,6,2.77,0
10247,83,89,6,103,20,14,150,67,61,47,254,8,1526,Palo Alto,TRUE,21.22,0,1.4,0
10248,1026,1048,22,1111,86,63,1159,134,111,48,254,8,3091,Palo Alto,FALSE,29.87,0,2.19,0
10249,1219,1222,4,1244,26,22,1281,62,58,36,254,220,10119,Palo Alto,TRUE,21.17,0,0.69,0
10257,61,66,6,92,32,26,131,71,65,39,254,124,60243,Palo Alto,TRUE,37.81,0,4,0
10258,118,135,17,156,38,21,179,61,44,23,254,72,7552,Palo Alto,TRUE,28.73,0,2.08,0
10265,212,236,24,284,72,48,306,94,70,22,254,97,75460,Palo Alto,TRUE,32.48,0,3.65,0
10267,1156,1158,1,1192,36,34,1218,62,61,27,254,20,92454,Palo Alto,TRUE,29.4,0,1.47,0
10269,1018,1117,98,1157,139,40,1177,159,60,20,254,28,106468,Palo Alto,FALSE,16.82,6,0,0
10271,55,128,72,0,-55,-128,168,112,40,168,254,48,5265,Palo Alto,FALSE,37.97,0,1.9,0
10274,206,207,1,248,41,40,273,67,66,25,254,69,129,Palo Alto,TRUE,23.35,0,1.59,0
10279,59,88,29,108,49,20,146,87,58,38,254,9,7388,Palo Alto,FALSE,33.13,0,1.66,0
10282,109,123,14,0,-109,-123,198,90,76,198,254,94,7059,Palo Alto,TRUE,69.07,0,5,0
10284,1122,1141,19,1174,52,33,1207,85,66,33,254,8,89384,Palo Alto,TRUE,19.59,6,0.62,0
10285,42,43,2,74,33,31,103,61,60,29,254,8,12528,Palo Alto,TRUE,19.54,0,0.62,0
10288,40,40,0,84,44,43,114,74,74,30,254,79,7511,Palo Alto,TRUE,39.79,0,1.55,0
10291,1082,1112,30,1141,59,29,1165,83,53,24,254,3,93319,Palo Alto,FALSE,29.87,6,1.09,0
10292,66,132,66,162,96,30,187,121,56,26,254,72,9165,Palo Alto,TRUE,34.67,0,5,0
10295,1061,1062,0,1134,73,72,1165,103,103,31,254,8,929,Palo Alto,FALSE,183.43,0,7.88,0
10296,167,178,11,0,-167,-178,243,76,64,243,254,107,2668,Palo Alto,TRUE,47.76,0,3,0
10299,104,123,19,0,-104,-123,182,78,60,182,254,9,6003,Palo Alto,TRUE,34.27,0,1.3,0
10300,115,135,20,173,59,38,188,73,53,15,255,98,83672,Mountain View,TRUE,43.46,6,3.44,0
10302,53,57,4,98,46,42,118,66,62,20,255,76,69975,Mountain View,TRUE,140.98,0,7.05,0
10314,1195,1200,5,0,-1195,-1200,1260,65,60,1260,255,12,5938,Palo Alto,TRUE,14.65,0,0.39,0
10315,1067,1117,49,1123,56,6,1184,116,67,61,255,6,1373,Palo Alto,FALSE,26.66,0,1.33,0
10318,1203,1238,36,0,-1203,-1238,1265,63,27,1265,255,28,194249,Palo Alto,TRUE,16.82,6,0.49,0
10320,58,76,17,0,-58,-76,126,68,50,126,255,224,5910,Mountain View,TRUE,36.45,0,3.65,0
10321,1020,1121,101,1154,133,32,1174,154,53,21,255,27,10305,Palo Alto,FALSE,15.73,0,0.79,0
10323,1236,1265,30,0,-1236,-1265,1300,65,35,1300,255,83,111442,Palo Alto,TRUE,31.5,0,1.17,0
10330,161,181,20,194,32,12,226,64,45,32,255,64,28299,Mountain View,TRUE,31.5,0,2.34,0
10334,104,125,22,153,49,28,165,61,40,12,255,218,2769,Mountain View,TRUE,58.85,0,5,0
10335,1206,1214,8,0,-1206,-1214,1273,67,59,1273,255,20,7335,Palo Alto,FALSE,20.08,0,0.64,0
10336,51,120,69,123,72,3,143,91,22,19,255,43,9538,Mountain View,FALSE,14.65,0,1.19,0
10343,1096,1115,20,1144,48,29,1164,68,48,20,257,194,107136,San Jose,FALSE,35.91,6,1.8,0
10349,123,138,14,0,-123,-138,197,73,59,197,257,187,38385,San Jose,TRUE,61.63,0,15,0
10350,983,1087,104,1106,123,19,1125,142,38,19,257,158,11053,San Jose,FALSE,15.68,0,3,0
10352,117,120,3,176,58,56,204,86,84,28,257,186,13350,San Jose,TRUE,45.59,0,5,50.59
10353,133,172,39,0,-133,-172,236,103,64,236,257,223,13094,San Jose,TRUE,30.96,0,4.64,0
10355,17,18,1,0,-17,-18,93,76,76,93,257,270,84863,San Jose,TRUE,64.32,0,3.22,0
10357,44,44,0,71,27,27,112,69,68,41,257,288,56904,San Jose,TRUE,135.39,0,6.77,0
10358,1059,1066,7,0,-1059,-1066,1122,63,56,1122,257,170,56015,San Jose,FALSE,83.1,0,3.54,0
10359,174,202,28,0,-174,-202,257,84,55,257,257,194,90670,San Jose,TRUE,34.82,6,3.97,0
10362,893,1130,237,1150,257,20,1171,279,41,22,257,262,62577,San Jose,FALSE,22.31,12,3.35,0
10363,209,211,2,252,43,41,280,71,69,28,257,201,92940,San Jose,TRUE,15.99,6,0.45,0
10368,230,232,2,0,-230,-232,299,69,67,299,257,274,101584,San Jose,TRUE,71.24,0,3.56,0
10370,6,8,2,0,-6,-8,79,72,70,79,257,175,84951,San Jose,TRUE,45.48,0,1.81,0
10371,1080,1134,54,0,-1080,-1134,1190,110,56,1190,257,343,102333,San Jose,FALSE,97.12,0,0,0
10375,33,49,16,0,-33,-49,99,66,50,99,257,143,32764,San Jose,TRUE,57.6,0,5.76,0
10376,1048,1081,33,1113,65,32,1158,110,78,46,257,169,45711,San Jose,FALSE,230.42,0,10.04,0
10377,68,101,33,0,-68,-101,184,116,83,184,257,128,156350,San Jose,TRUE,52.76,6,6.45,53.21
10380,1057,1072,15,1134,77,63,1165,108,93,31,257,170,6792,San Jose,FALSE,53.69,0,2.68,0
10382,1161,1189,28,0,-1161,-1189,1248,87,59,1248,257,270,112452,San Jose,FALSE,40.28,6,10,0
10385,1013,1073,59,1099,86,26,1123,109,50,24,257,170,56015,San Jose,FALSE,48.3,0,5.83,0
10387,1089,1093,5,0,-1089,-1093,1170,82,77,1170,257,330,24289,San Jose,FALSE,30.47,0,1.12,0
10391,1072,1097,26,1140,69,43,1158,87,61,18,257,298,84157,San Jose,FALSE,91.67,0,4.58,0
10392,1005,1086,81,1098,94,13,1126,121,40,27,257,140,56015,San Jose,FALSE,31.39,0,3.5,0
10393,98,151,53,177,79,26,199,101,48,22,257,183,41101,San Jose,FALSE,41.84,0,4.18,0
10394,126,156,30,173,46,17,201,75,45,28,257,223,14175,San Jose,TRUE,24.49,0,1.22,0
10399,186,187,1,0,-186,-187,253,67,66,253,257,174,47494,San Jose,TRUE,53.8,0,6.59,0
10402,58,64,6,100,42,36,122,64,58,22,257,281,96490,San Jose,TRUE,21.26,0,0.7,0
10403,1068,1085,17,1107,38,22,1134,65,49,27,257,158,106539,San Jose,FALSE,44.88,0,3.57,0
10404,996,1097,101,0,-996,-1097,1128,132,31,1128,257,154,190327,San Jose,FALSE,36.99,6,1.42,0
10410,1168,1178,11,1206,38,28,1233,65,55,27,257,294,25784,San Jose,TRUE,81.7,0,8.17,0
10415,90,109,18,112,21,3,154,64,46,42,259,83,11721,Palo Alto,TRUE,79.13,0,10.08,0
10420,111,112,1,116,5,4,185,74,73,69,259,8,8000,Palo Alto,TRUE,130.81,0,5.46,0
10421,1062,1075,14,1100,38,25,1126,64,51,26,259,86,13018,Palo Alto,FALSE,76.48,0,3.24,0
10427,14,38,24,0,-14,-38,96,83,58,96,259,53,13680,Palo Alto,FALSE,94.58,0,4.73,0
10432,231,232,1,243,12,11,293,62,61,50,259,48,9825,Palo Alto,TRUE,53.69,0,4.38,0
10433,1058,1117,58,1152,94,36,1165,107,48,13,259,3,929,Palo Alto,FALSE,107.03,0,4.64,0
10436,75,79,4,0,-75,-79,144,69,65,144,259,100,7340,Palo Alto,TRUE,39.11,0,1.52,0
10457,1135,1158,23,0,-1135,-1158,1213,78,55,1213,259,15,28778,Palo Alto,TRUE,74.33,0,3.14,0
10463,57,106,48,111,54,5,146,88,40,35,259,62,109964,Palo Alto,TRUE,37.54,6,1.45,0
10467,120,126,5,177,56,51,189,69,64,13,259,8,4329,Palo Alto,TRUE,22.64,6,2.29,0
10476,1000,1058,58,1088,88,30,1115,115,57,27,259,266,12987,Palo Alto,FALSE,39.66,0,3.09,0
10482,94,121,27,131,37,10,165,71,44,35,259,9,16080,Palo Alto,TRUE,42.32,0,1.67,0
10484,110,131,20,154,44,24,172,62,42,18,259,8,2825,Palo Alto,TRUE,32.59,0,1.22,0
10489,83,91,8,121,38,30,153,70,62,32,259,49,844,Palo Alto,TRUE,120.75,0,5,0
10495,395,1080,685,1125,731,46,1136,741,56,11,259,9,1625,Palo Alto,FALSE,44.01,0,1.74,0
10503,1032,1051,19,1103,71,52,1124,92,73,21,259,20,7480,Palo Alto,FALSE,36.99,0,1.85,0
10505,170,190,19,231,61,41,249,78,59,18,259,12,212,Palo Alto,TRUE,18.94,0,2,0
10507,102,130,28,141,38,10,166,64,36,26,259,258,3069,Palo Alto,TRUE,23.62,0,3.54,0
10513,41,72,31,0,-41,-72,106,64,34,106,259,10,61842,Palo Alto,TRUE,31.01,6,3.45,0
10519,954,1053,99,1131,177,78,1174,220,121,43,259,63,10294,None,FALSE,246.62,0,20,0
10522,1042,1105,64,1136,94,31,1151,109,46,15,259,312,6245,Palo Alto,FALSE,111.1,0,4.34,0
10524,453,1032,579,1090,638,58,1124,672,92,34,259,8,7682,Palo Alto,FALSE,235.81,0,10.29,0
10525,1071,1072,1,1154,83,82,1174,103,102,20,259,63,7081,Palo Alto,FALSE,240.59,0,2,0
10535,194,221,27,0,-194,-221,281,87,60,281,259,98,5938,Palo Alto,TRUE,42.32,0,1.67,0
10536,1063,1122,59,1134,71,12,1158,95,36,24,259,97,1497,Palo Alto,FALSE,30.03,0,1.5,0
10537,253,257,4,0,-253,-257,318,66,61,318,259,28,3924,Palo Alto,TRUE,76.42,0,3.23,79.65
10544,1089,1150,60,1173,84,24,1186,97,37,13,259,3,18731,Palo Alto,FALSE,16.33,0,0.47,0
10552,1039,1146,107,1165,126,18,1225,187,79,61,259,84,1103,Palo Alto,FALSE,52,0,2,54
10557,1058,1067,9,1154,97,88,1176,118,109,21,259,27,929,Palo Alto,FALSE,232.85,0,10.15,0
10560,280,280,1,286,7,6,341,61,61,55,259,20,2741,Palo Alto,TRUE,39.66,0,1.54,0
10564,980,1050,70,1144,164,94,1165,184,115,21,259,312,10294,None,FALSE,110.64,0,10,0
10566,593,1125,533,1148,556,23,1169,576,43,20,259,8,5159,Palo Alto,FALSE,17.96,0,0.55,0
10568,1225,1263,38,1272,47,9,1289,65,26,17,259,14,904,Palo Alto,TRUE,22.58,0,0.76,0
10570,17,64,48,0,-17,-64,99,82,34,99,259,3,6357,Palo Alto,FALSE,28.78,0,1.04,0
10571,205,205,1,218,13,13,278,73,72,60,259,68,67229,Palo Alto,TRUE,106.49,0,9.24,0
10579,1037,1040,3,1077,40,38,1100,63,61,23,259,9,8574,Palo Alto,FALSE,134.07,0,5.61,0
10580,1039,1041,2,1098,59,57,1121,82,80,23,259,8,13018,Palo Alto,FALSE,109.15,0,4.74,0
10585,1150,1154,4,1161,12,8,1215,65,61,53,259,47,101734,Palo Alto,TRUE,23.94,6,0.82,0
10587,1021,1026,5,1093,72,67,1115,94,89,21,259,8,42853,Palo Alto,FALSE,151.91,0,8,0
10590,1081,1105,24,1110,29,5,1146,65,41,36,259,6,13948,Palo Alto,TRUE,70.49,0,3.96,0
10592,1035,1038,4,1081,46,42,1096,61,58,15,259,9,252,Palo Alto,FALSE,46.02,0,1.84,0
10598,10,81,71,97,87,16,124,114,43,28,259,14,5549,Palo Alto,FALSE,16.06,0,1.38,0
10613,64,116,52,126,63,10,142,78,26,15,259,5,1634,Palo Alto,FALSE,93.22,0,4.01,0
10614,96,109,13,0,-96,-109,163,68,55,163,259,83,41031,Palo Alto,TRUE,47.65,0,1.91,0
10615,64,68,4,80,16,12,131,67,63,51,259,68,8150,Palo Alto,TRUE,93.49,0,5,0
10617,1111,1126,15,1152,42,26,1175,64,49,22,259,9,4595,Palo Alto,TRUE,54.29,0,6.66,0
10620,176,203,26,208,32,5,242,66,40,34,259,28,882,Palo Alto,TRUE,51.46,0,4.18,0
10625,965,1048,83,1130,166,83,1168,203,120,38,259,63,10294,None,FALSE,431.71,0,40,0
10629,1120,1142,22,1173,53,31,1197,77,55,24,259,68,5479,Palo Alto,TRUE,18.51,0,1.15,0
10632,1174,1182,7,1220,46,38,1237,62,55,17,259,9,2882,Palo Alto,TRUE,41.29,0,2.06,0
10639,1042,1049,7,1095,53,46,1128,87,80,34,259,8,1762,Palo Alto,FALSE,24.49,0,0.85,0
10640,1025,1044,19,1093,68,49,1124,99,81,31,259,9,75877,Palo Alto,FALSE,134.34,0,11.39,6.47
10641,26,30,4,0,-26,-30,87,61,57,87,259,68,111374,Palo Alto,TRUE,48.36,0,2.42,0
10644,106,133,27,166,60,33,184,78,51,18,259,109,1639,Palo Alto,TRUE,132.59,0,5.54,0
10645,1137,1169,32,1187,50,18,1226,90,58,40,259,212,68518,Palo Alto,FALSE,18.06,0,1.66,0
10646,1051,1055,4,0,-1051,-1055,1121,70,66,1121,259,47,4484,Palo Alto,FALSE,142.77,0,18.03,0
10649,1079,1080,1,1113,34,33,1143,64,63,29,259,312,10342,Palo Alto,FALSE,55.05,0,4.5,0
10652,1070,1096,27,1118,48,21,1147,77,51,29,259,89,760,Palo Alto,FALSE,35.36,0,1.77,0
10653,8,55,47,63,55,8,82,74,27,19,259,10,1141,Palo Alto,FALSE,21.77,0,1.09,0
10679,99,101,2,134,35,33,179,80,78,45,262,8,10978,Palo Alto,TRUE,35.31,0,1.34,0
10688,106,112,5,141,35,30,182,76,70,40,262,9,4551,Palo Alto,TRUE,23.4,0,1.6,0
10689,88,120,32,160,72,40,174,85,53,13,262,63,8333,Palo Alto,FALSE,64.72,0,3.24,0
10691,107,123,16,139,32,16,177,69,53,38,262,10,7353,Palo Alto,TRUE,67.23,0,0,0
10694,1066,1091,25,1140,74,49,1149,83,58,9,262,14,4087,Palo Alto,FALSE,62.06,0,2.57,0
10695,1131,1164,33,1172,41,9,1206,75,42,33,262,69,77942,Palo Alto,FALSE,52,6,2.11,0
10697,208,235,28,247,40,12,278,71,43,31,262,6,8501,Palo Alto,TRUE,15.24,0,0.42,0
10698,1004,1107,103,0,-1004,-1107,1163,158,55,1163,262,63,3336,Palo Alto,FALSE,88.87,0,7.62,0
10699,126,132,6,0,-126,-132,189,64,58,189,262,9,103972,Palo Alto,TRUE,26.12,6,8,0
10710,30,41,10,0,-30,-41,100,70,60,100,262,72,88643,Palo Alto,TRUE,67.48,0,5.64,0
10711,68,70,2,110,41,40,133,64,63,23,262,10,1685,Palo Alto,TRUE,50.59,0,2.05,0
10712,28,37,9,0,-28,-37,136,108,98,136,264,169,26165,San Jose,TRUE,51.51,0,2.58,0
10713,96,130,34,145,49,15,166,70,37,22,264,182,11213,San Jose,TRUE,15.55,0,0.43,0
10714,1159,1159,0,1203,44,44,1227,68,68,24,264,186,48468,San Jose,TRUE,17.91,0,1.79,0
10716,115,139,24,0,-115,-139,180,66,42,180,264,322,29336,San Jose,TRUE,29.44,0,1.47,0
10718,1141,1168,27,1196,55,28,1217,77,50,22,264,76,70950,Palo Alto,FALSE,23.89,0,1.19,0
10720,182,183,1,199,17,15,257,75,73,58,264,320,83691,San Jose,TRUE,78.86,6,6.7,0
10721,1277,1286,9,1304,27,18,1361,84,75,57,264,277,74970,San Jose,TRUE,37.07,0,2.85,0
10733,1102,1123,21,0,-1102,-1123,1192,90,69,1192,264,316,6792,San Jose,FALSE,58.7,0,2.94,0
10735,112,116,4,123,11,7,181,69,65,58,264,183,78549,San Jose,TRUE,77.71,6,9.89,0
10745,118,119,1,141,23,22,187,69,68,46,264,316,53255,San Jose,TRUE,45.08,0,0,0
10746,59,62,3,0,-59,-62,148,88,86,148,264,322,90222,San Jose,TRUE,96.42,6,10,0
10748,177,207,29,223,46,17,257,80,50,34,264,346,72227,San Jose,TRUE,23.4,0,1.17,0
10750,134,168,34,0,-134,-168,269,134,101,269,264,194,82237,San Jose,TRUE,60.92,6,10,0
10758,100,113,13,0,-100,-113,162,62,49,162,264,201,97329,San Jose,TRUE,53.84,0,2.19,0
10762,196,197,1,227,31,30,289,93,92,63,264,158,12891,San Jose,TRUE,22.8,0,3.42,26.22
10763,215,222,7,258,43,36,291,76,69,33,264,143,32764,San Jose,TRUE,66.3,0,6.63,0
10767,230,234,4,0,-230,-234,295,65,61,295,264,140,192002,San Jose,TRUE,28.73,6,1.44,0
10768,83,120,37,139,56,18,176,93,56,38,264,389,197066,San Jose,TRUE,91.21,6,7.83,0
10769,30,49,19,98,69,49,120,91,71,22,264,316,63651,San Jose,TRUE,49.55,0,1.99,0
10770,21,22,1,61,40,39,122,101,100,61,264,303,96882,San Jose,TRUE,38.59,6,3,0
10775,90,116,27,148,58,31,163,73,46,15,264,320,58402,San Jose,TRUE,43.36,0,3.43,0
10780,1114,1115,2,1185,72,70,1196,83,81,11,264,239,74371,Mountain View,FALSE,174.74,0,7.48,0
10781,88,145,57,192,104,47,231,143,86,39,264,172,94101,San Jose,FALSE,69.95,6,8.82,0
10784,90,97,7,124,34,27,152,63,56,29,264,175,89480,San Jose,TRUE,28.73,0,1.44,0
10785,54,62,8,102,47,40,122,68,60,21,264,400,55823,San Jose,TRUE,42.92,0,4.29,0
10791,1092,1113,21,1146,54,33,1166,74,52,19,264,158,11636,San Jose,FALSE,16.55,0,2.48,0
10792,79,98,19,140,61,42,171,92,73,31,264,303,93908,San Jose,TRUE,33.74,6,3.37,0
10794,172,184,13,0,-172,-184,233,62,49,233,264,322,12109,San Jose,TRUE,85.95,0,3.66,0
10796,133,165,33,0,-133,-165,219,87,54,219,265,68,797,Palo Alto,TRUE,53.25,0,5,0
10810,84,115,30,122,38,7,170,85,55,48,265,80,33920,Palo Alto,TRUE,233.49,0,20.32,0
10815,168,210,41,0,-168,-210,256,87,46,256,265,324,2992,Palo Alto,TRUE,66.85,0,5.59,0
10818,82,93,11,0,-82,-93,164,82,71,164,265,107,5788,Palo Alto,TRUE,78.26,0,3.91,0
10819,116,147,32,154,39,7,199,83,52,45,265,91,90558,Palo Alto,TRUE,159.74,0,13.58,0
10828,4,54,50,87,83,33,104,100,50,17,265,9,54,Palo Alto,FALSE,20.14,0,1.01,0
10831,45,82,36,100,54,18,110,65,28,10,265,12,4087,Palo Alto,FALSE,37.37,0,1.44,0
10839,77,111,34,0,-77,-111,170,93,59,170,265,27,17429,Palo Alto,TRUE,68.37,0,3.42,0
10840,96,187,92,125,29,-62,159,63,-29,34,265,39,2508,Palo Alto,TRUE,40.26,0,2.01,0
10848,116,138,22,0,-116,-138,177,62,40,177,265,18,25919,Palo Alto,TRUE,18.45,0,0.92,0
10852,1019,1102,83,0,-1019,-1102,1175,156,72,1175,267,205,476,Palo Alto,FALSE,141.68,0,11.92,0
10855,37,59,22,84,47,25,103,66,44,19,267,104,14043,Palo Alto,FALSE,101.65,0,4.39,0
10861,1040,1079,39,1100,60,21,1125,85,46,26,267,6,2999,Palo Alto,FALSE,111.6,0,4.85,0
10867,856,1118,262,0,-856,-1118,1188,332,70,1188,267,47,157229,Palo Alto,FALSE,245.98,6,25,0
10881,5,14,8,0,-5,-14,84,78,70,84,267,20,107057,Palo Alto,FALSE,79.73,56,3.39,0
10883,108,123,15,155,47,32,178,70,55,23,267,68,2010,Palo Alto,TRUE,35.91,0,1.37,0
10887,1011,1117,106,1135,124,18,1154,143,37,19,267,28,44309,Palo Alto,FALSE,29.82,0,1.49,0
10889,1013,1051,38,1099,86,49,1162,149,111,63,267,8,8449,Palo Alto,FALSE,43.52,0,1.72,0
10893,817,1056,239,1103,286,47,1119,302,63,17,267,20,900,Palo Alto,FALSE,30.41,0,1.52,0
10899,186,191,4,233,46,42,248,62,58,16,267,28,17198,Palo Alto,TRUE,17.91,0,1.79,0
10900,91,150,59,158,67,8,181,90,32,24,267,5,9940,Palo Alto,FALSE,95.56,0,8.23,23.87
10906,1033,1055,22,1107,74,52,1135,102,79,28,267,79,6711,Palo Alto,FALSE,292.73,0,38.63,0
10907,1091,1109,18,1155,63,45,1174,83,65,20,267,200,12708,Palo Alto,FALSE,206.45,0,8.94,0
10911,1138,1159,21,0,-1138,-1159,1232,94,73,1232,267,20,2178,Palo Alto,TRUE,52.55,0,2.14,0
10914,204,205,1,236,32,31,275,71,70,39,267,107,3802,Mountain View,TRUE,45.15,0,2.26,0
10922,53,83,30,104,51,21,124,71,41,20,267,48,5831,Palo Alto,TRUE,19.54,0,1.86,0
10923,45,66,21,83,38,16,118,73,52,36,267,8,9243,Palo Alto,FALSE,38.03,0,1.47,0
10926,63,80,17,105,42,25,128,65,47,23,267,200,78977,Palo Alto,FALSE,24.43,0,0,0
10928,133,176,43,0,-133,-176,200,67,24,200,267,3,46187,Palo Alto,TRUE,32.64,0,3.26,0
10941,1039,1079,40,1145,105,65,1159,120,80,14,267,12,106572,Palo Alto,FALSE,114.7,0,4.99,0
10943,207,209,3,256,50,47,273,66,63,17,267,224,13236,Palo Alto,TRUE,35.36,0,3,0
10953,1158,1193,35,1207,50,15,1226,68,33,19,267,213,497,Palo Alto,FALSE,24.48,0,1.22,0
10954,84,112,28,124,40,12,160,76,48,36,267,72,14399,Palo Alto,FALSE,34.83,0,1.32,0
10956,1079,1120,41,0,-1079,-1120,1160,81,40,1160,267,83,459,Palo Alto,FALSE,67.28,0,2.81,0
10957,52,53,1,70,18,17,116,63,63,46,267,63,25002,Palo Alto,TRUE,58.58,0,7.25,0
10958,984,1090,106,1116,132,26,1163,179,73,47,267,63,10294,None,FALSE,62.71,0,10,23.27
10959,80,122,43,0,-80,-122,148,68,26,148,267,27,43474,Palo Alto,FALSE,30.9,0,1.55,0
10961,1055,1062,8,1102,47,40,1132,77,70,30,267,324,82994,Palo Alto,FALSE,198.29,0,17.13,0
10962,1268,1278,10,0,-1268,-1278,1333,65,55,1333,267,107,10153,Palo Alto,TRUE,43.46,0,2.17,0
10968,51,76,25,0,-51,-76,117,65,41,117,267,123,4087,Palo Alto,FALSE,52.2,0,2.12,0
10971,84,102,18,0,-84,-102,175,91,73,175,267,68,101014,Palo Alto,TRUE,39.71,6,6.99,0
10972,1096,1116,20,1137,41,21,1159,62,42,22,267,124,87612,Palo Alto,TRUE,16.33,0,0.47,0
10973,967,1048,81,1103,136,55,1133,166,85,30,267,8,14722,Palo Alto,FALSE,127.81,6,14.18,0
10974,1175,1186,10,0,-1175,-1186,1261,85,75,1261,267,20,83945,Palo Alto,FALSE,34.71,0,3.96,0
10982,1080,1100,20,1152,72,53,1178,98,79,26,267,76,30506,Palo Alto,FALSE,73.97,0,3.12,0
10989,97,126,29,137,40,11,163,65,36,26,267,350,8115,Palo Alto,TRUE,15.14,0,1.26,0
10992,1322,1408,86,1423,102,16,1436,114,28,13,267,66,107092,Palo Alto,FALSE,30.96,0,2.29,0
10995,21,62,42,0,-21,-62,106,86,44,106,267,8,111415,Palo Alto,FALSE,16.28,6,0.81,0
10997,1037,1069,32,1138,101,69,1155,118,86,17,267,104,91848,Palo Alto,FALSE,340.33,0,15.09,0
10999,1118,1154,36,1160,42,6,1186,68,33,26,267,3,2232,Palo Alto,TRUE,14.65,0,3,0
11000,77,102,25,119,42,17,148,71,46,29,267,97,2654,Palo Alto,TRUE,72.77,0,3.64,0
11001,37,64,27,0,-37,-64,101,64,37,101,267,9,6835,Palo Alto,TRUE,28.29,0,1.02,0
11013,1013,1102,89,0,-1013,-1102,1126,113,24,1126,267,83,5659,Palo Alto,FALSE,57.38,0,7.08,0
11019,1040,1112,72,0,-1040,-1112,1150,110,38,1150,267,104,157522,Palo Alto,FALSE,20.08,6,0.64,0
